1.621830963200000000e+10 1.625738444800000000e+10 1.627769344000000000e+10 1.627769344000000000e+10 1.625738444800000000e+10 1.621830963200000000e+10 1.624183603200000000e+10 1.639409971200000000e+10 1.665454080000000000e+10 1.695280844800000000e+10 1.724230860800000000e+10 1.752133836800000000e+10 1.776344678400000000e+10 1.791322931200000000e+10 1.794501836800000000e+10 1.779462963200000000e+10 1.736701132800000000e+10 1.663729561600000000e+10 1.564740096000000000e+10 1.453902745600000000e+10 1.347389644800000000e+10 1.250214502400000000e+10 1.169755750400000000e+10 1.116514918400000000e+10 1.091681792000000000e+10 1.079768576000000000e+10 1.062239436800000000e+10 1.032804659200000000e+10 9.881065472000000000e+09 9.344088064000000000e+09 9.026729984000000000e+09 8.928907264000000000e+09 8.829053952000000000e+09 8.726056960000000000e+09 8.394347008000000000e+09 7.835499520000000000e+09 7.308970496000000000e+09 6.844721152000000000e+09 6.468508672000000000e+09 6.181521408000000000e+09 5.951351808000000000e+09 5.742733312000000000e+09 5.524867072000000000e+09 5.300306432000000000e+09 5.108954624000000000e+09 4.965792256000000000e+09 4.853608448000000000e+09 4.759148032000000000e+09 4.589073920000000000e+09 4.251127040000000000e+09 3.702252544000000000e+09 3.033131520000000000e+09 2.389636608000000000e+09 1.803544832000000000e+09 1.291482496000000000e+09 8.922451840000000000e+08 6.856112640000000000e+08 6.228625920000000000e+08 5.978321920000000000e+08 5.905992320000000000e+08 5.791612160000000000e+08 5.613890560000000000e+08 5.411498240000000000e+08 5.197705600000000000e+08 5.015811520000000000e+08 4.880863360000000000e+08 4.772216320000000000e+08 4.676549760000000000e+08 4.584186240000000000e+08 4.494103360000000000e+08 4.403764800000000000e+08 4.314411520000000000e+08 4.228547520000000000e+08 4.143971840000000000e+08 4.052151360000000000e+08 3.944740480000000000e+08 3.819510720000000000e+08 3.669861120000000000e+08 3.494013120000000000e+08 3.300457920000000000e+08 3.094273920000000000e+08 2.882214720000000000e+08 2.674076640000000000e+08 2.474797920000000000e+08 2.288741120000000000e+08 2.124202720000000000e+08 1.981168000000000000e+08 1.862726880000000000e+08 1.769597600000000000e+08 1.694298240000000000e+08 1.634042560000000000e+08 1.581987840000000000e+08 1.532312960000000000e+08 1.485042080000000000e+08 1.444600320000000000e+08 1.411800160000000000e+08
1.663814348800000000e+10 1.668710604800000000e+10 1.671240704000000000e+10 1.671240704000000000e+10 1.668710604800000000e+10 1.663814348800000000e+10 1.663160422400000000e+10 1.670619545600000000e+10 1.684975718400000000e+10 1.701633740800000000e+10 1.715371929600000000e+10 1.723568537600000000e+10 1.729046118400000000e+10 1.731618816000000000e+10 1.727878758400000000e+10 1.712714035200000000e+10 1.678318694400000000e+10 1.616521728000000000e+10 1.525545472000000000e+10 1.421188198400000000e+10 1.321496780800000000e+10 1.231890944000000000e+10 1.158397542400000000e+10 1.110776012800000000e+10 1.090950860800000000e+10 1.083769344000000000e+10 1.072243814400000000e+10 1.051679539200000000e+10 1.017553817600000000e+10 9.745618944000000000e+09 9.524432896000000000e+09 9.512449024000000000e+09 9.440027648000000000e+09 9.234015232000000000e+09 8.756763648000000000e+09 8.080900096000000000e+09 7.470933504000000000e+09 6.995683328000000000e+09 6.646833152000000000e+09 6.376064000000000000e+09 6.142653440000000000e+09 5.925383680000000000e+09 5.697437184000000000e+09 5.459190784000000000e+09 5.225477632000000000e+09 5.012736512000000000e+09 4.823055360000000000e+09 4.660615680000000000e+09 4.545810432000000000e+09 4.459399680000000000e+09 4.267727360000000000e+09 3.903740672000000000e+09 3.449419264000000000e+09 2.903467264000000000e+09 2.219683328000000000e+09 1.465371136000000000e+09 9.259464320000000000e+08 6.876920960000000000e+08 6.039384960000000000e+08 5.918658560000000000e+08 5.793706880000000000e+08 5.644845440000000000e+08 5.485677440000000000e+08 5.321398400000000000e+08 5.170817280000000000e+08 5.044142720000000000e+08 4.930778560000000000e+08 4.831114560000000000e+08 4.753893440000000000e+08 4.690528000000000000e+08 4.621871040000000000e+08 4.536429440000000000e+08 4.437548480000000000e+08 4.323215360000000000e+08 4.185285440000000000e+08 4.025955840000000000e+08 3.850826240000000000e+08 3.660202880000000000e+08 3.452802240000000000e+08 3.237611840000000000e+08 3.022712000000000000e+08 2.808739200000000000e+08 2.600098880000000000e+08 2.402435040000000000e+08 2.218188480000000000e+08 2.053750080000000000e+08 1.909901120000000000e+08 1.789445920000000000e+08 1.692585600000000000e+08 1.613000800000000000e+08 1.546133760000000000e+08 1.490613760000000000e+08 1.445296480000000000e+08 1.410192000000000000e+08 1.396041920000000000e+08 1.395165440000000000e+08
1.757890150400000000e+10 1.769518489600000000e+10 1.775384166400000000e+10 1.775384166400000000e+10 1.769518489600000000e+10 1.757890150400000000e+10 1.750394675200000000e+10 1.747489996800000000e+10 1.744929382400000000e+10 1.741431603200000000e+10 1.734356377600000000e+10 1.723711078400000000e+10 1.714040729600000000e+10 1.706729472000000000e+10 1.696813670400000000e+10 1.677993574400000000e+10 1.645182361600000000e+10 1.590612480000000000e+10 1.507673088000000000e+10 1.409828761600000000e+10 1.315783270400000000e+10 1.230107750400000000e+10 1.159354675200000000e+10 1.113508147200000000e+10 1.095084646400000000e+10 1.089544806400000000e+10 1.080620953600000000e+10 1.064757248000000000e+10 1.038898688000000000e+10 1.006580940800000000e+10 9.930590208000000000e+09 9.983733760000000000e+09 9.933165568000000000e+09 9.653835776000000000e+09 9.073267712000000000e+09 8.316024832000000000e+09 7.653764608000000000e+09 7.176572416000000000e+09 6.856172544000000000e+09 6.608136192000000000e+09 6.369755136000000000e+09 6.135583744000000000e+09 5.893855232000000000e+09 5.644725248000000000e+09 5.405264384000000000e+09 5.180112896000000000e+09 4.959008256000000000e+09 4.747788800000000000e+09 4.644699648000000000e+09 4.637943808000000000e+09 4.579644416000000000e+09 4.408981504000000000e+09 4.139023872000000000e+09 3.747069184000000000e+09 3.087322368000000000e+09 2.241274112000000000e+09 1.489188224000000000e+09 9.458700800000000000e+08 6.844604800000000000e+08 6.154852480000000000e+08 5.899074560000000000e+08 5.841448960000000000e+08 5.758812800000000000e+08 5.640207360000000000e+08 5.487106560000000000e+08 5.309427200000000000e+08 5.146486080000000000e+08 5.018175040000000000e+08 4.929400320000000000e+08 4.863055360000000000e+08 4.786096000000000000e+08 4.678965760000000000e+08 4.537245120000000000e+08 4.372875200000000000e+08 4.199518720000000000e+08 4.015512640000000000e+08 3.816764160000000000e+08 3.606761600000000000e+08 3.389764480000000000e+08 3.169499200000000000e+08 2.951505280000000000e+08 2.738638720000000000e+08 2.532464000000000000e+08 2.336450400000000000e+08 2.154113760000000000e+08 1.991928640000000000e+08 1.849583680000000000e+08 1.728432640000000000e+08 1.627990720000000000e+08 1.544275840000000000e+08 1.473967680000000000e+08 1.417091840000000000e+08 1.376724320000000000e+08 1.356571360000000000e+08 1.362347680000000000e+08 1.380281440000000000e+08
1.885844684800000000e+10 1.903551488000000000e+10 1.911425638400000000e+10 1.911425638400000000e+10 1.903551488000000000e+10 1.885844684800000000e+10 1.866372915200000000e+10 1.847401062400000000e+10 1.830720102400000000e+10 1.815761920000000000e+10 1.797652275200000000e+10 1.776610713600000000e+10 1.757217177600000000e+10 1.740806144000000000e+10 1.717657395200000000e+10 1.681451008000000000e+10 1.638290124800000000e+10 1.587861401600000000e+10 1.519148441600000000e+10 1.435688345600000000e+10 1.349126451200000000e+10 1.261452288000000000e+10 1.185337344000000000e+10 1.133561344000000000e+10 1.109289267200000000e+10 1.099553484800000000e+10 1.088434073600000000e+10 1.074824806400000000e+10 1.056046387200000000e+10 1.033257779200000000e+10 1.024264908800000000e+10 1.029022515200000000e+10 1.022426316800000000e+10 9.907577856000000000e+09 9.294398464000000000e+09 8.521587712000000000e+09 7.844961280000000000e+09 7.366813696000000000e+09 7.071388160000000000e+09 6.855493120000000000e+09 6.623655424000000000e+09 6.371073024000000000e+09 6.117195264000000000e+09 5.867990016000000000e+09 5.663323648000000000e+09 5.498610688000000000e+09 5.310193664000000000e+09 5.103126016000000000e+09 4.940864000000000000e+09 4.824345088000000000e+09 4.698916864000000000e+09 4.552801792000000000e+09 4.389060096000000000e+09 4.197543424000000000e+09 3.801288704000000000e+09 3.148527360000000000e+09 2.362141952000000000e+09 1.513354752000000000e+09 9.239060480000000000e+08 6.876500480000000000e+08 6.194193920000000000e+08 6.282641280000000000e+08 6.285679360000000000e+08 6.147796480000000000e+08 5.921590400000000000e+08 5.638645760000000000e+08 5.399911040000000000e+08 5.226261120000000000e+08 5.089919360000000000e+08 4.971351680000000000e+08 4.831631680000000000e+08 4.664471040000000000e+08 4.487637120000000000e+08 4.306093760000000000e+08 4.119716800000000000e+08 3.926680960000000000e+08 3.727944640000000000e+08 3.523174400000000000e+08 3.313163840000000000e+08 3.100337600000000000e+08 2.888820480000000000e+08 2.680059520000000000e+08 2.476455360000000000e+08 2.281982880000000000e+08 2.101367040000000000e+08 1.942108800000000000e+08 1.802149760000000000e+08 1.681519040000000000e+08 1.579258400000000000e+08 1.493188960000000000e+08 1.421496000000000000e+08 1.364209120000000000e+08 1.327568080000000000e+08 1.321584480000000000e+08 1.331510160000000000e+08 1.360525760000000000e+08
2.018188492800000000e+10 2.038535782400000000e+10 2.047219712000000000e+10 2.047219712000000000e+10 2.038535782400000000e+10 2.018188492800000000e+10 1.987018547200000000e+10 1.949395763200000000e+10 1.917844889600000000e+10 1.893934694400000000e+10 1.875095961600000000e+10 1.858352742400000000e+10 1.839988326400000000e+10 1.817997926400000000e+10 1.782563635200000000e+10 1.733850726400000000e+10 1.682795417600000000e+10 1.629153177600000000e+10 1.568491929600000000e+10 1.496934912000000000e+10 1.413089484800000000e+10 1.322870272000000000e+10 1.240087961600000000e+10 1.172662067200000000e+10 1.131640115200000000e+10 1.112583270400000000e+10 1.099702784000000000e+10 1.089576652800000000e+10 1.077158912000000000e+10 1.062959616000000000e+10 1.054184345600000000e+10 1.050312908800000000e+10 1.036404531200000000e+10 1.000414208000000000e+10 9.398543360000000000e+09 8.667410432000000000e+09 8.007769088000000000e+09 7.506255360000000000e+09 7.196398080000000000e+09 6.993632768000000000e+09 6.795314176000000000e+09 6.601766912000000000e+09 6.386754048000000000e+09 6.148149248000000000e+09 5.974117376000000000e+09 5.861841920000000000e+09 5.728989184000000000e+09 5.559892480000000000e+09 5.353494016000000000e+09 5.125010944000000000e+09 4.900069888000000000e+09 4.691012096000000000e+09 4.514582016000000000e+09 4.361301504000000000e+09 4.143618304000000000e+09 3.782960384000000000e+09 3.112551424000000000e+09 2.209648384000000000e+09 1.426420736000000000e+09 9.099438720000000000e+08 7.184705280000000000e+08 7.071653120000000000e+08 6.897052800000000000e+08 6.626962560000000000e+08 6.280916480000000000e+08 5.891650560000000000e+08 5.564846720000000000e+08 5.321173440000000000e+08 5.113609600000000000e+08 4.923947200000000000e+08 4.734684800000000000e+08 4.543548160000000000e+08 4.355107520000000000e+08 4.173094400000000000e+08 3.996372480000000000e+08 3.819672000000000000e+08 3.637259520000000000e+08 3.447774720000000000e+08 3.250868160000000000e+08 3.048650560000000000e+08 2.845504320000000000e+08 2.643144480000000000e+08 2.444809280000000000e+08 2.254311520000000000e+08 2.076220320000000000e+08 1.917539840000000000e+08 1.776803680000000000e+08 1.654518720000000000e+08 1.548248160000000000e+08 1.458030560000000000e+08 1.384873760000000000e+08 1.329979920000000000e+08 1.297125120000000000e+08 1.294017600000000000e+08 1.306905280000000000e+08 1.338632000000000000e+08
2.153011814400000000e+10 2.171449139200000000e+10 2.180163788800000000e+10 2.180163788800000000e+10 2.171449139200000000e+10 2.153011814400000000e+10 2.112386252800000000e+10 2.052251852800000000e+10 2.003978854400000000e+10 1.974290636800000000e+10 1.960014643200000000e+10 1.952758374400000000e+10 1.940248985600000000e+10 1.916401049600000000e+10 1.870313676800000000e+10 1.808328908800000000e+10 1.748978278400000000e+10 1.691949465600000000e+10 1.633340108800000000e+10 1.571352268800000000e+10 1.493367193600000000e+10 1.401235763200000000e+10 1.312290508800000000e+10 1.229136691200000000e+10 1.167569510400000000e+10 1.134960435200000000e+10 1.120856473600000000e+10 1.115552358400000000e+10 1.109903872000000000e+10 1.101304627200000000e+10 1.089618227200000000e+10 1.071386214400000000e+10 1.043593728000000000e+10 1.001466880000000000e+10 9.435029504000000000e+09 8.768710656000000000e+09 8.134148608000000000e+09 7.588102656000000000e+09 7.228509184000000000e+09 7.042365440000000000e+09 6.926717440000000000e+09 6.843429888000000000e+09 6.691388416000000000e+09 6.469349888000000000e+09 6.319803392000000000e+09 6.243842048000000000e+09 6.166245888000000000e+09 6.084513280000000000e+09 5.922013696000000000e+09 5.640540160000000000e+09 5.280342016000000000e+09 4.880615936000000000e+09 4.560250368000000000e+09 4.348613120000000000e+09 4.189597952000000000e+09 4.054706944000000000e+09 3.665711360000000000e+09 2.979736320000000000e+09 2.214986752000000000e+09 1.411582720000000000e+09 9.382483840000000000e+08 8.231976960000000000e+08 7.491300480000000000e+08 6.953812480000000000e+08 6.437856640000000000e+08 5.943349760000000000e+08 5.543354240000000000e+08 5.240603520000000000e+08 4.974821120000000000e+08 4.736957760000000000e+08 4.521052800000000000e+08 4.323945600000000000e+08 4.148016640000000000e+08 3.988663360000000000e+08 3.841913600000000000e+08 3.699176960000000000e+08 3.549728000000000000e+08 3.388603840000000000e+08 3.214674560000000000e+08 3.028888960000000000e+08 2.833733120000000000e+08 2.634386880000000000e+08 2.438443520000000000e+08 2.249858560000000000e+08 2.072041280000000000e+08 1.911339840000000000e+08 1.766730080000000000e+08 1.639897920000000000e+08 1.529280320000000000e+08 1.434960480000000000e+08 1.360811200000000000e+08 1.309830000000000000e+08 1.282663760000000000e+08 1.277425600000000000e+08 1.283381600000000000e+08 1.301102080000000000e+08
2.285216972800000000e+10 2.295424614400000000e+10 2.300769280000000000e+10 2.300769280000000000e+10 2.295424614400000000e+10 2.285216972800000000e+10 2.238766899200000000e+10 2.158393139200000000e+10 2.098579251200000000e+10 2.067047628800000000e+10 2.054837452800000000e+10 2.051429785600000000e+10 2.040754380800000000e+10 2.014863974400000000e+10 1.962345676800000000e+10 1.891129548800000000e+10 1.825221632000000000e+10 1.764548608000000000e+10 1.703101952000000000e+10 1.640202854400000000e+10 1.564014080000000000e+10 1.474150400000000000e+10 1.382997299200000000e+10 1.291790643200000000e+10 1.216659456000000000e+10 1.172897894400000000e+10 1.157206118400000000e+10 1.154376704000000000e+10 1.150705664000000000e+10 1.143489740800000000e+10 1.122969088000000000e+10 1.088702771200000000e+10 1.049513779200000000e+10 1.005712998400000000e+10 9.520488448000000000e+09 8.916858880000000000e+09 8.310478336000000000e+09 7.726988800000000000e+09 7.320165888000000000e+09 7.144509952000000000e+09 7.102900224000000000e+09 7.121555968000000000e+09 7.030557184000000000e+09 6.827553280000000000e+09 6.667065856000000000e+09 6.639748096000000000e+09 6.666618880000000000e+09 6.776904704000000000e+09 6.728001536000000000e+09 6.398986240000000000e+09 5.835083264000000000e+09 5.156205568000000000e+09 4.643604992000000000e+09 4.368608768000000000e+09 4.231502592000000000e+09 4.162149376000000000e+09 3.994355712000000000e+09 3.606412032000000000e+09 2.890371072000000000e+09 1.965993984000000000e+09 1.275568256000000000e+09 9.268888320000000000e+08 7.662528000000000000e+08 6.967301760000000000e+08 6.372411520000000000e+08 5.864493440000000000e+08 5.442984320000000000e+08 5.087331200000000000e+08 4.787533760000000000e+08 4.530744000000000000e+08 4.307447040000000000e+08 4.114361280000000000e+08 3.953019200000000000e+08 3.814944000000000000e+08 3.699249600000000000e+08 3.593724160000000000e+08 3.481881600000000000e+08 3.356155200000000000e+08 3.208213120000000000e+08 3.036103040000000000e+08 2.845325120000000000e+08 2.645191520000000000e+08 2.447228480000000000e+08 2.254503680000000000e+08 2.072106240000000000e+08 1.907934400000000000e+08 1.759281600000000000e+08 1.627632320000000000e+08 1.513585440000000000e+08 1.418720800000000000e+08 1.347739680000000000e+08 1.300950320000000000e+08 1.280439280000000000e+08 1.272403200000000000e+08 1.260937440000000000e+08 1.240719760000000000e+08
2.411837235200000000e+10 2.408249548800000000e+10 2.406562611200000000e+10 2.406562611200000000e+10 2.408249548800000000e+10 2.411837235200000000e+10 2.364148531200000000e+10 2.267704524800000000e+10 2.200132812800000000e+10 2.168153702400000000e+10 2.153551462400000000e+10 2.146868019200000000e+10 2.133074534400000000e+10 2.104201216000000000e+10 2.048928768000000000e+10 1.975203430400000000e+10 1.905934950400000000e+10 1.841109606400000000e+10 1.774183219200000000e+10 1.702690201600000000e+10 1.623621836800000000e+10 1.536967065600000000e+10 1.446232985600000000e+10 1.354315161600000000e+10 1.275404288000000000e+10 1.223599616000000000e+10 1.203756953600000000e+10 1.201376358400000000e+10 1.197523558400000000e+10 1.188563456000000000e+10 1.158318080000000000e+10 1.110375424000000000e+10 1.063401164800000000e+10 1.016613785600000000e+10 9.673732096000000000e+09 9.142906880000000000e+09 8.571378176000000000e+09 7.979185664000000000e+09 7.545913344000000000e+09 7.369849344000000000e+09 7.372683264000000000e+09 7.457786368000000000e+09 7.407015936000000000e+09 7.214147072000000000e+09 7.058336768000000000e+09 7.038588928000000000e+09 7.193641984000000000e+09 7.557701120000000000e+09 7.654573568000000000e+09 7.273864704000000000e+09 6.486113792000000000e+09 5.500393984000000000e+09 4.790773248000000000e+09 4.445940224000000000e+09 4.271483904000000000e+09 4.181246720000000000e+09 4.069681920000000000e+09 3.909347072000000000e+09 3.397077248000000000e+09 2.558222080000000000e+09 1.769062656000000000e+09 1.093637248000000000e+09 7.471907840000000000e+08 6.764710400000000000e+08 6.174236160000000000e+08 5.674499840000000000e+08 5.250888320000000000e+08 4.888844800000000000e+08 4.582489920000000000e+08 4.322979520000000000e+08 4.103178560000000000e+08 3.920022080000000000e+08 3.775099520000000000e+08 3.660395200000000000e+08 3.577398080000000000e+08 3.509812480000000000e+08 3.436069120000000000e+08 3.343974400000000000e+08 3.219782400000000000e+08 3.059776640000000000e+08 2.871257920000000000e+08 2.668090240000000000e+08 2.465409760000000000e+08 2.265735200000000000e+08 2.076142880000000000e+08 1.905572160000000000e+08 1.750944800000000000e+08 1.614236000000000000e+08 1.498020640000000000e+08 1.406549120000000000e+08 1.340549760000000000e+08 1.296676000000000000e+08 1.278691600000000000e+08 1.272901920000000000e+08 1.245454240000000000e+08 1.170250560000000000e+08
2.528463257600000000e+10 2.504907366400000000e+10 2.493129728000000000e+10 2.493129728000000000e+10 2.504907366400000000e+10 2.528463257600000000e+10 2.485810995200000000e+10 2.379550105600000000e+10 2.305686528000000000e+10 2.269300940800000000e+10 2.247045529600000000e+10 2.231234355200000000e+10 2.208513638400000000e+10 2.171097702400000000e+10 2.112443392000000000e+10 2.040320204800000000e+10 1.973176524800000000e+10 1.911222681600000000e+10 1.844010393600000000e+10 1.766467174400000000e+10 1.679728435200000000e+10 1.588620390400000000e+10 1.498947379200000000e+10 1.412167475200000000e+10 1.335058227200000000e+10 1.275327692800000000e+10 1.249734860800000000e+10 1.249063424000000000e+10 1.249637785600000000e+10 1.251431628800000000e+10 1.220020736000000000e+10 1.155307315200000000e+10 1.093711769600000000e+10 1.037961318400000000e+10 9.872635904000000000e+09 9.381287936000000000e+09 8.868711424000000000e+09 8.341431808000000000e+09 8.003823104000000000e+09 7.913576448000000000e+09 7.903165952000000000e+09 7.940711936000000000e+09 7.836272128000000000e+09 7.582082048000000000e+09 7.366712832000000000e+09 7.301972480000000000e+09 7.529073152000000000e+09 8.087593472000000000e+09 8.199650816000000000e+09 8.049191936000000000e+09 7.087980544000000000e+09 5.813786112000000000e+09 4.903374336000000000e+09 4.471873536000000000e+09 4.258438656000000000e+09 4.160090112000000000e+09 4.074182656000000000e+09 3.985059584000000000e+09 3.700262656000000000e+09 3.119660288000000000e+09 2.344332544000000000e+09 1.479269120000000000e+09 9.088356480000000000e+08 6.967025920000000000e+08 5.960688640000000000e+08 5.495847040000000000e+08 5.098160000000000000e+08 4.753056320000000000e+08 4.450185280000000000e+08 4.186682880000000000e+08 3.960107520000000000e+08 3.770501760000000000e+08 3.628993600000000000e+08 3.530092160000000000e+08 3.471742080000000000e+08 3.432626880000000000e+08 3.385825600000000000e+08 3.318444160000000000e+08 3.211148800000000000e+08 3.057178240000000000e+08 2.867444160000000000e+08 2.659983200000000000e+08 2.453303520000000000e+08 2.249849920000000000e+08 2.057568160000000000e+08 1.886266880000000000e+08 1.731855680000000000e+08 1.595952320000000000e+08 1.484594720000000000e+08 1.400707680000000000e+08 1.343513760000000000e+08 1.303084080000000000e+08 1.274347040000000000e+08 1.250938000000000000e+08 1.195271280000000000e+08 1.077051440000000000e+08
2.731385241600000000e+10 2.672247398400000000e+10 2.475425996800000000e+10 2.475425996800000000e+10 2.672247398400000000e+10 2.731385241600000000e+10 2.613507686400000000e+10 2.492640665600000000e+10 2.416700825600000000e+10 2.377863782400000000e+10 2.349027532800000000e+10 2.321212211200000000e+10 2.285000908800000000e+10 2.230258483200000000e+10 2.160212992000000000e+10 2.087865753600000000e+10 2.025876070400000000e+10 1.976019968000000000e+10 1.928238899200000000e+10 1.859947520000000000e+10 1.759133696000000000e+10 1.646549196800000000e+10 1.556240486400000000e+10 1.472959180800000000e+10 1.378921472000000000e+10 1.299602534400000000e+10 1.253760512000000000e+10 1.268206796800000000e+10 1.310391603200000000e+10 1.359633715200000000e+10 1.360650240000000000e+10 1.270008832000000000e+10 1.147281100800000000e+10 1.049662464000000000e+10 9.891031040000000000e+09 9.371536384000000000e+09 8.905146368000000000e+09 8.481544192000000000e+09 8.284289024000000000e+09 8.434501120000000000e+09 8.825038848000000000e+09 8.883665920000000000e+09 8.469655040000000000e+09 8.064312320000000000e+09 7.457583104000000000e+09 7.094154752000000000e+09 7.350528512000000000e+09 8.219725824000000000e+09 9.195010048000000000e+09 9.301212160000000000e+09 7.889190400000000000e+09 6.058210304000000000e+09 4.695633920000000000e+09 4.251270144000000000e+09 4.277632000000000000e+09 4.246027264000000000e+09 4.044644864000000000e+09 3.934476544000000000e+09 4.035487488000000000e+09 4.092225536000000000e+09 3.456709120000000000e+09 1.555562880000000000e+09 6.909552640000000000e+08 6.295339520000000000e+08 5.662738560000000000e+08 5.161831360000000000e+08 4.787827200000000000e+08 4.486081280000000000e+08 4.229411200000000000e+08 3.978653760000000000e+08 3.729636480000000000e+08 3.538962560000000000e+08 3.439513280000000000e+08 3.399179520000000000e+08 3.363002880000000000e+08 3.348989120000000000e+08 3.350605760000000000e+08 3.321422080000000000e+08 3.240136960000000000e+08 3.098896960000000000e+08 2.895983680000000000e+08 2.656372160000000000e+08 2.432697120000000000e+08 2.221361440000000000e+08 2.030961440000000000e+08 1.859043360000000000e+08 1.704486400000000000e+08 1.572538880000000000e+08 1.473113760000000000e+08 1.402705760000000000e+08 1.353764480000000000e+08 1.314574000000000000e+08 1.269304400000000000e+08 1.210689360000000000e+08 1.110768080000000000e+08 9.634549600000000000e+07
